id;nom;pays;region;localite;remontees;km_pistes;bas_m;sommet_m;lat;lon;site_officiel_connu;page_tarifs_trouvee;manque;raison;photo_url;photo_legende;forfait_jour_adulte;devise;periode;source;note
de-gohrersberg-kreuzthal;Gohrersberg – Kreuzthal;Allemagne;Bavaria;Buchenberg;1;2.4;809;946;47.71971;10.12026;https://www.gohrersberg.de/;https://www.gohrersberg.de/skilift/preise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-grunsteinlift-berchtesgaden;Grünsteinlift (Berchtesgaden);Allemagne;Bavaria;Schönau am Königsee;1;0.4;642;751;47.60380;12.96577;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-hartenrod;Hartenrod;Allemagne;Hesse;Bad Endbach;2;1.6;374;494;50.74920;8.45415;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-heroldstatt;Heroldstatt;Allemagne;Baden-Württemberg;Blaubeuren Abbey;1;0.2;750;778;48.43845;9.65993;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-herzogstandbahn-walchensee;Herzogstandbahn (Walchensee);Allemagne;Bavaria;Kochel;2;0.8;1410;1621;47.60345;11.31410;https://www.herzogstandbahn.de/;https://www.herzogstandbahn.de/fahrpreise;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-hesselbacher-gletscher;Hesselbacher Gletscher;Allemagne;North Rhine-Westphalia;Bad Laasphe;2;0.7;408;495;50.88424;8.35116;https://www.hesselbachergletscher.de/;https://www.hesselbachergletscher.de/oeffnungszeitenpreise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-heumoderntal-treuchtlingen;Heumöderntal - Treuchtlingen;Allemagne;Bavaria;Treuchtlingen;1;0;434;513;48.95672;10.89502;https://www.heumoedernlift.de/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
de-hirtenteich;Hirtenteich;Allemagne;Baden-Württemberg;Essingen;3;3.5;573;689;48.78749;9.98918;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-isny-felderhalde;Isny / Felderhalde;Allemagne;Baden-Württemberg;Isny im Allgäu;3;1.3;718;771;47.68428;10.03174;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-kaiserblick-sachrang-aschau;Kaiserblick Sachrang (Aschau);Allemagne;Bavaria;Aschau im Chiemgau;6;0.2;732;763;47.68639;12.25761;http://www.skilift-kaiserblick.de/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-kirchberglift-am-frobelturm;Kirchberglift am Fröbelturm;Allemagne;Thuringia;Oberweißbach;1;0.1;766;783;50.57685;11.14835;https://www.thueringer-wald.com/en/w/kirchberglift-am-froebelturm;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-kolbensattel-oberammergau;Kolbensattel (Oberammergau);Allemagne;Bavaria;Oberammergau;9;1;871;990;47.59507;11.03985;https://www.kolbensattel.de/;https://kolbensattel-im-sommer.de/2025/05/04/nur-kartenzahlung-am-ticketautomaten/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-ludwigsstadt;Ludwigsstadt;Allemagne;Bavaria;Ludwigsstadt;0;0;;;50.48296;11.38423;https://www.skizentrum-ludwigsstadt.de/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-me-stetten;Meßstetten;Allemagne;Baden-Württemberg;Meßstetten;1;0.4;836;932;48.16790;8.96417;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-monte-kubota;Monte Kubota;Allemagne;Rhineland-Palatinate;Zweibrücken;1;0.6;297;327;49.24084;7.39274;https://der-skiclub.de/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-neukirchen-am-teisenberg;Neukirchen am Teisenberg;Allemagne;Bavaria;Teisendorf;1;0.8;711;817;47.82145;12.75764;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-oberer-maxlraineralm;Oberer Maxlraineralm;Allemagne;Bavaria;Schliersee;3;1.6;1347;1597;47.66006;11.90478;https://www.obere-maxlraineralm.com/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-onstmettingen;Onstmettingen;Allemagne;Baden-Württemberg;Albstadt;2;0.3;860;893;48.29708;8.98234;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-otzlifte-kochel;Ötzlifte-Kochel;Allemagne;Bavaria;Kochel;3;2.4;652;865;47.67052;11.40277;https://www.oetzlifte-kochel.de/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-pfannilift-am-schliersee;Pfannilift am Schliersee;Allemagne;Bavaria;Schliersee;1;0.2;836;872;47.70301;11.86468;https://www.maier-schmotz.de/skilift.php;;photo et forfait;site injoignable (404);;;;;;;
de-rahmensteinhang;Rahmensteinhang;Allemagne;Baden-Württemberg;Nattheim;1;0.6;550;605;48.70673;10.23133;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-salmendingen;Salmendingen;Allemagne;Baden-Württemberg;Burladingen;3;0;800;886;48.35339;9.10070;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-sandskigebiet-monte-kaolino;Sandskigebiet Monte Kaolino;Allemagne;Bavaria;Hirschau;2;0;436;532;49.53262;11.96582;https://www.montekaolino-hirschau.de/;;forfait;site refusé (robots.txt ou 429);;;;;;;
de-ski-elstra;Ski Elstra;Allemagne;Saxony;Elstra;1;1.1;282;399;51.21771;14.11648;https://sport-elstra.de/ski/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skiabfahrt-nordhalben;Skiabfahrt Nordhalben;Allemagne;Bavaria;Nordhalben;1;0.3;562;624;50.37581;11.50287;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skiarena-hahnenbecke;Skiarena Hahnenbecke;Allemagne;North Rhine-Westphalia;Meinerzhagen;1;0;404;438;51.11392;7.62438;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skigebiet-am-englander;Skigebiet am Engländer;Allemagne;Bavaria;Heigenbrücken;4;1.4;422;481;50.05051;9.31657;https://www.englaender-skilifte.de;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skigebiet-eckbauer;Skigebiet Eckbauer;Allemagne;Bavaria;Garmisch-Partenkirchen;3;4;730;1226;47.47437;11.12656;https://www.eckbauerbahn.de/;https://www.eckbauerbahn.de/preise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skigebiet-hauerborn;Skigebiet Hauerborn;Allemagne;Bavaria;Partenstein;1;0.5;336;416;50.04949;9.54369;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skigebiet-ifen;Skigebiet Ifen;Allemagne;Bavaria;Oberstdorf;4;20.7;1257;2019;47.35148;10.12577;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skigebiet-lausche;Skigebiet Lausche;Allemagne;Saxony;Großschönau;5;3;512;762;50.85101;14.65091;https://www.asvl-waltersdorf.de/;https://asvl-waltersdorf.de/skigebiet/preise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skigebiet-muhlwiese-ski-area-muhlwiese;Skigebiet Mühlwiese, Ski Area Mühlwiese;Allemagne;Lower Saxony;Osterode am Harz;1;0;395;471;51.75758;10.31467;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skigebiet-rodelgebiet-laubendorf;Skigebiet / Rodelgebiet Laubendorf;Allemagne;Bavaria;Langenzenn;1;1.1;334;363;49.49694;10.74645;https://www.sf-laubendorf.de/skiabteilung/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skigebiet-sauerberg-frammersbach;Skigebiet Sauerberg Frammersbach;Allemagne;Hesse;Flörsbachtal;1;1.3;281;380;50.07961;9.43372;https://www.tus-frammersbach.de/index.php?id=218;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
de-skigebiet-schwarzer-mann;Skigebiet Schwarzer Mann;Allemagne;Rhineland-Palatinate;Gondenbrett;2;1.4;607;692;50.26300;6.37832;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skigebiet-wei-er-stein;Skigebiet Weißer Stein;Allemagne;North Rhine-Westphalia;Hellenthal;2;0;616;677;50.40563;6.37994;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skigebiet-winterloch-heigenbrucken;Skigebiet Winterloch Heigenbrücken;Allemagne;Bavaria;Forst Hain i. Spessart;2;0.7;318;454;50.00892;9.37142;https://skiclub-heigenbruecken.de/ski/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skigebiet-wolfsschlucht;Skigebiet Wolfsschlucht;Allemagne;Rhineland-Palatinate;Prüm;1;0.4;478;555;50.22837;6.43753;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skihang-dautphetal-holzhausen;Skihang Dautphetal-Holzhausen;Allemagne;Hesse;Dautphetal;1;0;444;512;50.81855;8.50262;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skihang-gro-buchelberg;Skihang Großbüchelberg;Allemagne;Bavaria;Mitterteich;2;0;548;602;49.97374;12.22753;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skihang-tuppel;Skihang Tüppel;Allemagne;North Rhine-Westphalia;Warstein;1;0.2;414;456;51.42486;8.36551;http://www.skiclub-warstein.de/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skilift-au;Skilift Au;Allemagne;Bavaria;Bad Feilnbach;1;0.3;503;536;47.79133;11.97673;https://www.skilift-au.de/;;photo et forfait;site injoignable (403);;;;;;;
de-skilift-beuerberg;Skilift Beuerberg;Allemagne;Bavaria;Eurasburg;1;0.6;620;659;47.83275;11.39708;https://www.skilift-beuerberg.de/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skilift-erzgebirge-skiclub-olbernhau;Skilift Erzgebirge Skiclub Olbernhau;Allemagne;Saxony;Olbernhau;1;0.4;511;598;50.65149;13.33609;https://www.skiclub-olbernhau.de/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skilift-lahm;Skilift Lahm;Allemagne;Bavaria;Lichtenfels;1;0.2;480;526;50.08210;11.13722;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skilift-lo-nitz;Skilift Lößnitz;Allemagne;Saxony;Lößnitz;1;0;455;549;50.61254;12.74272;https://www.stadt-loessnitz.de/loessnitz/content/8/20151016100830.asp;;forfait;site refusé (robots.txt ou 429);;;;;;;
de-skilift-romansthal;Skilift Romansthal;Allemagne;Bavaria;Bad Staffelstein;1;0.2;420;444;50.09702;11.03422;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skilift-treisberg;Skilift Treisberg;Allemagne;Hesse;Schmitten;2;0.2;511;552;50.29206;8.44240;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-skilift-waldsportpark-ebersberg;Skilift Waldsportpark Ebersberg;Allemagne;Bavaria;Ebersberg;1;0;569;595;48.09455;11.95733;https://waldsportpark-ebersberg.de/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skilifte-sinswang;Skilifte Sinswang;Allemagne;Bavaria;Oberstaufen;4;1.2;808;880;47.56390;10.00845;https://www.skilifte-sinswang.de/;https://www.skilifte-sinswang.de/preise/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skipiste-am-kohlberg;"Skipiste ""Am Kohlberg""";Allemagne;North Rhine-Westphalia;Neuenrade;1;0.4;436;510;51.29433;7.77070;https://www.tus-neuenrade-ski.de/;https://www.tus-neuenrade-ski.de/preise-und-anfahrt/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-skizentrum-tannicht-sohland;Skizentrum Tännicht Sohland;Allemagne;Saxony;Sohland a.d. Spree;1;0.3;381;440;51.03956;14.39184;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-sonnenbuhl;Sonnenbühl;Allemagne;Baden-Württemberg;Burladingen;7;1.7;752;835;48.38093;9.18379;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-stollenbach;Stollenbach;Allemagne;Baden-Württemberg;Oberried;4;3.2;1068;1271;47.90035;7.98404;https://www.skilifte-stollenbach.de/;https://www.skilifte-stollenbach.de/p/preise;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-sulzberg;Sulzberg;Allemagne;Bavaria;Sulzberg;1;0.8;754;854;47.65436;10.35611;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-tegelbergbahn;Tegelbergbahn;Allemagne;Bavaria;Schwangau;7;5;815;1716;47.56574;10.76959;https://www.tegelbergbahn.de;https://www.tegelbergbahn.de/de/sommer/info-preise;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-tieringen;Tieringen;Allemagne;Baden-Württemberg;Meßstetten;1;0.3;806;859;48.20828;8.87680;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-todtnauberg-478572m79509;Todtnauberg;Allemagne;Baden-Württemberg;Oberried;6;16.7;981;1374;47.85716;7.95086;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-truchtelfingen;Truchtelfingen;Allemagne;Baden-Württemberg;Albstadt;1;0.2;780;834;48.23682;9.01639;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-unternberg-ruhpolding;Unternberg (Ruhpolding);Allemagne;Bavaria;Ruhpolding;3;2;718;937;47.73670;12.63318;https://meinebergwelt.de/;https://meinebergwelt.de/preise-oeffnungszeiten-fly-line/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-waldstetten;Waldstetten;Allemagne;Baden-Württemberg;Waldstetten;1;0.2;562;596;48.72769;9.82912;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
de-wallbergbahn-tegernsee;Wallbergbahn (Tegernsee);Allemagne;Bavaria;Rottach-Egern;1;0;791;1616;47.66821;11.78527;https://www.wallbergbahn.de/;https://www.wallbergbahn.de/de/tickets-angebote.html;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
de-willingen-512950m86081;Willingen;Allemagne;Hesse;Willingen;0;0;;;51.29500;8.60806;https://www.winterpark-willingen.info/ski-alpin/;;photo et forfait;site injoignable (404);;;;;;;
dk-bornholms-ski-venner;Bornholms Ski Venner;Danemark;Capital;;2;0.4;74;112;55.18563;14.95168;https://bornholmsskivenner.dk/;https://bornholmsskivenner.dk/priser/;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
dk-copenhill;CopenHill;Danemark;Capital;Copenhagen;5;0.3;3;6;55.68341;12.62159;https://www.copenhill.dk/;https://www.copenhill.dk/priser;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ee-nomme-lumepark;Nõmme Lumepark;Estonie;Harju;Tallinn;1;0.2;31;60;59.38889;24.67095;https://www.nommelumepark.ee/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ee-vimka-viimsi-maepark-skigebiet-vimka-vimka-ski-resort;Vimka – Viimsi Mäepark, Skigebiet Vimka, Vimka Ski Resort;Estonie;Harju;;3;0;17;51;59.51770;24.84162;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
es-estacion-invernal-y-de-montana-san-isidro-sector-riopinos;Estación Invernal y de Montaña San Isidro (Sector Riopinos);Espagne;Leon;;3;4.9;1660;1944;43.04363;-5.40414;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
es-punto-de-nieves-santa-ines;Punto de Nieves Santa Ines;Espagne;Soria;;2;1;1753;1834;42.03802;-2.78249;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
es-rasos-de-peguera;Rasos de Peguera;Espagne;Barcelona;;5;5.8;1826;2036;42.14148;1.76616;https://www.rasos.net/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
es-valdelinares-404000mm06000;Valdelinares;Espagne;Teruel;;0;0;;;40.40000;-0.60000;http://www.valdelinares.com;https://www.javalambre-valdelinares.com/tarifas-javalambre-valdelinares.html;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-aavasaksa;Aavasaksa;Finlande;Lapland;;2;0;85;198;66.39018;23.73892;https://aavasaksa.fi/winter/downhill-skiing/aavasaksan-laskettelurinteet/?lang=en;;photo;site injoignable (404);;;;;;;
fi-alhovuori;Alhovuori;Finlande;Uusimaa;;2;0;73;146;60.49702;24.14907;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fi-ellivuori;Ellivuori;Finlande;Pirkanmaa;;5;2.2;60;146;61.40340;23.05924;https://ellivuori.fi/;;photo;site refusé (robots.txt ou 429);;;;;;;
fi-haukkavuoren-laskettelurinne;Haukkavuoren laskettelurinne;Finlande;Kymenlaakso;;0;0;44;77;60.71849;26.41000;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fi-haukkavuoren-ulkoilu-ja-luontomatkailukeskus;Haukkavuoren ulkoilu- ja luontomatkailukeskus;Finlande;Kymenlaakso;;1;0;45;76;60.71599;26.41747;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fi-hetta-hiihtomaa;Hetta Hiihtomaa;Finlande;Lapland;;2;1.3;307;405;68.39847;23.66193;http://www.hettahiihtomaa.fi;;photo et forfait;site injoignable (pas de réponse);;;;;;;
fi-hiihtokeskus-luosto-ski;Hiihtokeskus Luosto-Ski;Finlande;Lapland;;1;1.6;296;485;67.14896;26.89638;https://luosto.fi/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
fi-kallin;Kallin;Finlande;Lapland;;1;1.1;16;65;65.81957;24.52452;https://kallinhiihtokeskus.fi/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-kiririnteet-kiri-slopes;Kiririnteet, Kiri slopes;Finlande;Lapland;;2;1.4;279;384;66.10445;28.29239;https://www.kirikeskus.fi/kiri-rinteet/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-kommatti;Kommatti;Finlande;Lapland;;1;0;236;314;67.43184;26.73301;https://www.kommatti.fi/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-konkaski;KonkaSki;Finlande;South Karelia;;1;0;72;111;61.43798;29.32745;https://konkaski.fi/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-lakis;Lakis;Finlande;Southern Ostrobothnia;;2;0;92;168;63.10656;23.81340;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fi-levin-hiihtokeskus-levi-ski-resort;Levin hiihtokeskus, Levi Ski Resort;Finlande;Lapland;Sirkka;27;51.2;197;530;67.78544;24.85643;https://www.levi.fi/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-louekeskus;Louekeskus;Finlande;Northern Ostrobothnia;;2;0.5;76;118;63.91267;24.32798;https://www.louekeskus.fi/;;photo;site refusé (robots.txt ou 429);;;;;;;
fi-luoteis-himos;Luoteis-Himos;Finlande;Central Finland;;7;7.7;84;222;61.88378;25.31210;https://himos.fi/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-maarianvaaran-hiihtokeskus;Maarianvaaran hiihtokeskus;Finlande;Northern Savonia;;3;0;108;239;62.84937;28.91798;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fi-mielakan-rinnekeskus;Mielakan Rinnekeskus;Finlande;Kymenlaakso;Kouvola;4;2;58;124;60.86394;26.73742;http://www.mielakka.com/;;photo et forfait;site injoignable (502);;;;;;;
fi-ojberget;Öjberget;Finlande;Ostrobothnia;;2;0;14;56;63.03622;21.57705;https://www.vaasa.fi/asu-ja-ela/vapaa-aika/liikunta-ja-ulkoilu/ulkoliikuntapaikat/ojbergetin-talviurheilukeskus/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-olos-ski-resort;Olos Ski Resort;Finlande;Lapland;;5;6.9;331;503;67.92779;23.81190;https://www.laplandhotels.com/en/ski-resorts/olos-ski-resort;;photo;site refusé (robots.txt ou 429);;;;;;;
fi-ounasvaara-ski-resort;Ounasvaara Ski Resort;Finlande;Lapland;Rovaniemi;2;1.9;94;203;66.50465;25.79049;https://ounasvaara.fi;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-ounasvaaran-laskettelukeskus-ounasvaara-ski-resort;Ounasvaaran laskettelukeskus, Ounasvaara Ski Resort;Finlande;Lapland;Rovaniemi;1;1.5;94;194;66.48974;25.83906;https://ounasvaara.fi/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-ounasvaaran-laskettelukeskus-totto-ounasvaara-ski-resort-totto;Ounasvaaran laskettelukeskus (Totto), Ounasvaara Ski Resort (Totto);Finlande;Lapland;Rovaniemi;1;1;85;213;66.50446;25.80308;https://ounasvaara.fi;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-paljakan-matkailu-ja-hiihtokeskus;Paljakan matkailu- ja hiihtokeskus;Finlande;Kainuu;;7;6.6;165;346;64.67491;27.95730;https://www.paljakka.fi/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fi-pallas-ski-resort-hiihtokeskus-pallas;Pallas Ski Resort, Hiihtokeskus Pallas;Finlande;Lapland;;2;11;438;754;68.05547;24.04582;https://www.laplandhotels.com/en/ski-resorts/pallas-ski-resort;;photo;site refusé (robots.txt ou 429);;;;;;;
fi-paloisvuori;Paloisvuori;Finlande;Northern Savonia;Iisalmi;0;0;;;63.56149;27.24388;https://iisalmi.fi/vapaa-aika/liikunta/ulkoliikuntapaikat/paloisvuoren-laskettelurinne/;;photo;site refusé (robots.txt ou 429);;;;;;;
fi-peuramaa;Peuramaa;Finlande;Uusimaa;Kirkkonummi;8;2.5;5;54;60.10066;24.46462;https://www.peuramaa.fi/;;photo;site refusé (robots.txt ou 429);;;;;;;
fi-porvoo-ski;Porvoo Ski;Finlande;Uusimaa;;3;1.3;2;57;60.38310;25.65970;https://www.porvooski.fi/rinteet;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
fi-puijon-hyppyrimaet;Puijon hyppyrimäet;Finlande;Northern Savonia;Kuopio;1;0;135;229;62.90918;27.65122;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
