id;nom;pays;region;localite;remontees;km_pistes;bas_m;sommet_m;lat;lon;site_officiel_connu;page_tarifs_trouvee;manque;raison;photo_url;photo_legende;forfait_jour_adulte;devise;periode;source;note
fr-monts-jura;Monts Jura;France;Ain;Crozet;10;20.4;866;1659;46.29438;5.97370;https://www.monts-jura.com/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fr-noeux-les-mines-loisinord;Noeux-les-Mines - Loisinord;France;Pas-de-Calais;Noeux-Les-Mines;2;0.6;54;114;50.47081;2.67969;https://www.bethunebruay.fr/fr/loisinord;;photo;site injoignable (pas de réponse);;;;;;;
fr-notre-dame-du-pre;Notre Dame du Pré;France;Savoie;Notre-Dame-Du-Pre;0;0;;;45.51055;6.59493;https://www.notredamedupre.fr/fr/information/79253/le-ski-piste-dame-pre;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fr-orcieres-merlette;Orcières Merlette;France;Hautes-Alpes;Champoléon;26;49.5;1826;2731;44.71545;6.32722;https://orcieres.com/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
fr-saint-lary-soulan;Saint Lary-Soulan;France;Hautes-Pyrénées;Saint-Lary-Soulan;0;0;;;42.81694;0.32361;https://www.saintlary.com/hiver;;forfait;site refusé (robots.txt ou 429);;;;;;;
fr-saint-nizier-du-moucherotte;Saint-Nizier-du-Moucherotte;France;Isère;Saint-Nizier-du-Moucherotte;1;0.5;1165;1206;45.16744;5.63128;https://www.lansenvercors.com/teleski-de-st-nizier-du-moucherotte.html;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fr-site-du-meix-musy;Site du Meix Musy;France;Doubs;Montlebon;3;2.5;969;1269;47.03970;6.66837;https://www.facebook.com/MeixmusyValdeMorteau/;;forfait;site injoignable (400);;;;;;;
fr-snowkite-markstein;Snowkite Markstein;France;Haut-Rhin;Fellering;0;0;1068;1280;47.94766;7.03266;http://lavl.free.fr/site-parapente-vosges/Markstein-Snow-Kite.html;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fr-snoword-snowhall;Snoword (Snowhall);France;Moselle;Amnéville;2;1.1;177;258;49.24684;6.12685;https://www.snowworld.com/amneville/fr;;photo et forfait;site injoignable (400);;;;;;;
fr-stade-de-neige-du-col-du-feu;Stade de neige du Col du Feu;France;Haute-Savoie;Drailland;1;0.9;1082;1160;46.30301;6.50725;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fr-stade-des-neiges-du-barioz;Stade des Neiges du Barioz;France;Isère;Morêtel-de-Mailles;3;2;1366;1693;45.33014;6.05509;https://www.barioz.fr/;;photo;site refusé (robots.txt ou 429);;;;;;;
fr-station-d-asco-stagnu;Station d'Asco-Stagnu;France;Haute-Corse;Asco;3;1.4;1423;1497;42.40216;8.92094;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fr-terre-ronde;Terre Ronde;France;Ain;Hauteville-Lompnes;4;5;933;1196;45.98534;5.62545;https://www.hautbugey-tourisme.com/domaine/site-de-terre-ronde/;;forfait;site refusé (robots.txt ou 429);;;;;;;
fr-terre-ronde-la-praille;Terre Ronde - La Praille;France;Ain;Hauteville-Lompnes;2;1;1080;1193;45.98449;5.63330;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fr-thanner-hubel;Thanner Hubel;France;Haut-Rhin;Bitschwiller-lès-Thann;1;0.5;1004;1160;47.82277;7.02864;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fr-thollon-les-memises-463810m67273;Thollon-les-Mémises;France;Haute-Savoie;Bernex;16;19.1;1078;1873;46.38097;6.72730;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fr-val-cenis;Val Cenis;France;Savoie;Lanslevillard;33;89.5;1306;2737;45.27453;6.88004;https://www.valcenis.com;;photo;site injoignable (403);;;;;;;
fr-val-d-allos-la-foux;Val d'Allos - La Foux;France;Alpes-de-Haute-Provence;Allos;18;55.9;1702;2592;44.32517;6.56999;https://www.valdallos.com/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
fr-val-thorens-orelle;Val Thorens - Orelle;France;Savoie;Les Allues;33;139.3;1726;3221;45.26381;6.57546;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fr-ventron;Ventron;France;Vosges;Bussang;0;0.1;858;1108;47.91686;6.84808;https://www.ermitage-resort.com/-Ski-Loisirs-;;forfait;site injoignable (pas de réponse);;;;;;;
fr-vergio;Vergio;France;Haute-Corse;Albertacce;0;0;;;42.28518;8.88880;https://stationsfantomes.wordpress.com/2016/11/12/vergio/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
fr-vergio-422860m88930;Vergio;France;Haute-Corse;Albertacce;2;0.3;1401;1416;42.28599;8.89300;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
fr-vormaine;Vormaine;France;Haute-Savoie;Chamonix;4;2.6;1483;1611;46.00353;6.95199;https://www.lavormaine.com/;https://www.lavormaine.com/index.php/fr/hiver/tarifs-horaires;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-alford-snow-sports-centre;Alford Snow Sports Centre;Royaume-Uni;Aberdeenshire;;2;0;158;169;57.23076;-2.70954;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gb-allenheads;Allenheads;Royaume-Uni;Northumberland;Allendale;2;0;428;447;54.80136;-2.21427;https://www.ski-allenheads.co.uk/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-alpine-snowsports-aldershot;Alpine Snowsports Aldershot;Royaume-Uni;Hampshire;Farnborough;3;0.2;98;111;51.25651;-0.74999;https://www.rushmoor.gov.uk/community-parks-and-leisure/sports-and-leisure/alpine-snowsports-centre/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-aviemore-dry-ski-slope;Aviemore dry ski slope;Royaume-Uni;Highland;;1;0.1;341;349;57.16377;-3.67550;https://www.glenmorelodge.org.uk/the-lodge/facilities/dry-ski-slope/;;photo et forfait;site injoignable (403);;;;;;;
gb-bearsden-ski-board;Bearsden Ski & Board;Royaume-Uni;East Dunbartonshire;;2;0;79;97;55.92772;-4.34146;https://www.skibearsden.co.uk/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-better-ski-board-centre;Better Ski & Board Centre;Royaume-Uni;Hertfordshire;Welwyn Garden City;2;0;85;110;51.78903;-0.21326;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gb-chatham-ski-snowboard-centre;Chatham Ski & Snowboard Centre;Royaume-Uni;Medway;Chatham;1;0.2;58;98;51.35537;0.55844;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gb-firpark-ski-centre;Firpark Ski Centre;Royaume-Uni;Clackmannanshire;;1;0;29;54;56.15735;-3.73890;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gb-garthdee-ski-centre;Garthdee Ski Centre;Royaume-Uni;Aberdeen City;Aberdeen;2;0;15;17;57.12312;-2.12615;https://www.sportaberdeen.co.uk/venues/adventure-aberdeen-snowsports-centre;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-gloucester-ski-snowboard-centre;Gloucester Ski & Snowboard Centre;Royaume-Uni;Gloucestershire;Gloucester;4;0;74;121;51.83494;-2.22303;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gb-guildford-ski-slope;Guildford Ski Slope;Royaume-Uni;Surrey;Guildford;2;0.2;37;44;51.25630;-0.58103;https://guildfordskislope.co.uk/;https://guildfordskislope.co.uk/prices/;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-halifax-ski-snowboard-centre;Halifax Ski & Snowboard Centre;Royaume-Uni;Calderdale;Halifax;4;0;280;303;53.74059;-1.86012;https://www.ridehalifax.co.uk/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-inpiste;InPiste;Royaume-Uni;Central Bedfordshire;Hyde;0;0;158;159;51.84761;-0.40204;https://www.inpiste.co.uk/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
gb-knockhatch-ski-snowboard-centre;Knockhatch Ski & Snowboard Centre;Royaume-Uni;East Sussex;Arlington;2;0;25;44;50.86065;0.22631;https://www.knockhatchskicentre.co.uk/;https://knockhatchskischool.com/prices-2026-27-season;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-loch-insh-watersports-skiing-centre;Loch Insh Watersports & Skiing Centre;Royaume-Uni;Highland;;1;0;223;231;57.11704;-3.92029;https://www.lochinsh.com/sa-skiing.asp;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
gb-lowther-hills;Lowther Hills;Royaume-Uni;Dumfries and Galloway;;0;1.8;544;704;55.38289;-3.75746;https://www.skiclub.lowtherhills.com/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-mendip-snowsport-centre;Mendip Snowsport Centre;Royaume-Uni;North Somerset;Winscombe and Sandford;4;0;58;93;51.33000;-2.81413;https://mendipsnowsport.co.uk/;;photo et forfait;site injoignable (403);;;;;;;
gb-midland-ski-club-ackers-adventure;Midland Ski Club (Ackers Adventure);Royaume-Uni;Birmingham;Birmingham;1;0.2;110;126;52.45830;-1.85116;https://midlandski.myclubhouse.co.uk/;;photo et forfait;site injoignable (400);;;;;;;
gb-midlothian-snowsports-centre-hillend-dry-slope;Midlothian Snowsports Centre (Hillend Dry Slope);Royaume-Uni;Midlothian;;3;0.7;239;343;55.88559;-3.21142;https://www.midlothian.gov.uk/info/200281/snowsports_centre;https://www.midlothian.gov.uk/info/200281/snowsports_centre/183/prices;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-newmilns-snow-sports-complex;Newmilns Snow & Sports Complex;Royaume-Uni;East Ayrshire;;2;0;91;112;55.61025;-4.32471;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gb-north-staffs-ski-club-kidsgrove;North Staffs Ski Club (Kidsgrove);Royaume-Uni;Staffordshire;Kidsgrove;1;0;154;172;53.07651;-2.24533;https://www.ski-kidsgrove.co.uk/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
gb-pembrey-ski-centre;Pembrey ski centre;Royaume-Uni;Carmarthenshire;Pembrey;1;0;10;32;51.67814;-4.30029;https://www.pembreycountrypark.wales/things-to-do/ski-activity-centre/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-polmonthill-snowsports-centre;Polmonthill Snowsports Centre;Royaume-Uni;Falkirk;;0;0;;;55.99697;-3.68559;https://www.polmonthill.co.uk/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
gb-pontypool-ski-centre;Pontypool Ski Centre;Royaume-Uni;Torfaen;New Inn;1;0;128;178;51.70226;-3.02974;https://www.torfaenleisuretrust.co.uk/en/ski;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-raise;Raise;Royaume-Uni;Westmorland and Furness;Patterdale;1;0;730;840;54.55037;-3.01386;https://www.ldscsnowski.co.uk/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-south-wilts-ski-club;South Wilts Ski Club;Royaume-Uni;Wiltshire;Stockton;0;0;78;78;51.14247;-2.01393;https://southwiltsski.com/;https://southwiltsski.com/prices-and-packages/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-southampton-alpine-centre;Southampton Alpine Centre;Royaume-Uni;Southampton;Southampton;2;0.2;42;66;50.94207;-1.41604;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gb-stoke-ski-center;Stoke ski center;Royaume-Uni;Stoke-on-Trent;Stoke-On-Trent;3;0;133;160;53.02912;-2.19720;http://www.stokeskicentre.co.uk/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-swadlincote-ski-snowboard;Swadlincote Ski & Snowboard;Royaume-Uni;Derbyshire;Swadlincote;4;0;102;132;52.76999;-1.55122;https://jnlswadlincote.co.uk/;https://www.jnlswadlincote.co.uk/opening-times;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-the-snow-centre-hemel-hempstead;The Snow Centre Hemel Hempstead;Royaume-Uni;Hertfordshire;Hemel Hempstead;4;0.2;112;138;51.74574;-0.45909;https://thesnowcentre.com/hemel-hempstead/;;forfait;site refusé (robots.txt ou 429);;;;;;;
gb-the-snow-centre-manchester;The Snow Centre Manchester;Royaume-Uni;Trafford;Urmston;3;0.2;22;23;53.46740;-2.36152;https://www.chillfactore.com/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-weardale-ski-club;Weardale Ski Club;Royaume-Uni;Durham;Forest and Frith;2;0;492;658;54.69825;-2.17730;https://www.skiweardale.com/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-xscape-castleford;Xscape Castleford;Royaume-Uni;Wakefield;Castleford;2;0.2;28;28;53.71030;-1.34255;https://www.xscape.co.uk/yorkshire/concessions/sno-zone;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-xscape-milton-keynes;Xscape Milton Keynes;Royaume-Uni;Milton Keynes;Central Milton Keynes;3;0.2;108;108;52.04171;-0.74866;https://www.xscape.co.uk/milton-keynes/concessions/sno-zone;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gb-yad-moss;Yad Moss;Royaume-Uni;Westmorland and Furness;Alston Moor;1;0;597;719;54.73460;-2.34828;https://www.yadmoss.co.uk/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ge-crystal;Crystal;Géorgie;Samtskhe-Javakheti;;4;8.5;1770;2301;41.72603;43.54411;https://bakuriani.ski/crystal;https://bakuriani.ski/crystal;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ge-didveli;Didveli;Géorgie;Samtskhe-Javakheti;;7;14.3;1852;2677;41.70685;43.53112;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ge-goderdzi;Goderdzi;Géorgie;Ajaria;;0;0;;;41.63171;42.50990;http://goderdzi.com/;;photo;site injoignable (500);;;;;;;
ge-gudauri;გუდაური, Gudauri, Гудаури;Géorgie;Mtskheta-Mtianeti;;16;34.9;1989;3246;42.50927;44.49438;mta.ski;;photo;site connu, non visité;;;;;;;
ge-hatsvali;Hatsvali, Хацвали;Géorgie;Samagrelo-Zemo Svaneti;;4;7.8;1866;2342;43.02814;42.73532;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
ge-kokhta-mitarbi;Kokhta - Mitarbi;Géorgie;Samtskhe-Javakheti;;5;15;1627;2204;41.73955;43.55952;https://mta.ski/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ge-tetnuldi;Tetnuldi, Тетнулди;Géorgie;Samagrelo-Zemo Svaneti;;5;8.5;2263;3154;43.02876;42.89465;http://tetnuldi.com/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gr-3-5-3-5-pigadia;Χιονοδρομικό Κέντρο 3-5 Πηγάδια, 3-5 Pigadia;Grèce;Central Macedonia;;6;8.7;1446;1977;40.63375;21.96775;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gr-elatohori;Elatohori;Grèce;Central Macedonia;;3;10.9;1412;1913;40.30635;22.20856;http://www.elatohori-ski.gr/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
gr-kaimaktsalan;Kaimaktsalan;Grèce;Central Macedonia;;6;8.8;2019;2470;40.92116;21.80201;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gr-kalavrita-ski-resort;Χιονοδρομικό Κέντρο Καλαβρύτων, Kalavrita Ski Resort;Grèce;Western Greece;;7;10.5;1700;2328;37.99860;22.19156;https://www.kalavrita-ski.gr/;;photo et forfait;site injoignable (pas de réponse);;;;;;;
gr-karakoli;Karakoli;Grèce;Epirus;;3;3.3;1378;1560;39.78259;21.15432;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gr-karamanoli;Karamanoli;Grèce;Thessaly;;1;0.3;1511;1546;39.27867;21.67858;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gr-karpenisi-ski-center;Χιονοδρομικό Κέντρο Καρπενησίου, Karpenisi Ski Center;Grèce;Central Greece;;5;0;1814;2041;38.94833;21.80612;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gr-lailias-ski-centre;Χιονοδρομικό Κέντρο Λαϊλιά, Lailias Ski Centre;Grèce;Central Macedonia;;3;1.2;1592;1827;41.26097;23.60295;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gr-mainalo;Mainalo;Grèce;Peloponnese;;3;3.6;1560;1793;37.65033;22.26201;https://mainaloski.gr/;;photo;site refusé (robots.txt ou 429);;;;;;;
gr-pelion-agriolefkes-ski-centre;Χιονοδρομικό Κέντρο Πηλίου Αγριόλευκες, Pelion Agriolefkes Ski Centre;Grèce;Thessaly;;5;4.3;1164;1450;39.38988;23.08890;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gr-pertouli-ski-resort;Χιονοδρομικό Κέντρο Περτουλίου, Pertouli Ski Resort;Grèce;Thessaly;;2;1.6;1175;1340;39.54975;21.50190;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
gr-tottis-vigla;Tottis Vigla;Grèce;West Macedonia;;3;11.8;1404;1899;40.77473;21.25766;https://vigla-ski.com/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
hr-platak;Platak;Croatie;Primorsko-goranska;;7;8.6;1084;1354;45.43065;14.57249;https://www.platak.hr/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
hr-rudnik-trsce;Rudnik Tršće;Croatie;Primorsko-goranska;;2;1.6;830;1019;45.56887;14.61556;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
hr-skijaliste-vucici;skijalište Vučići;Croatie;Karlovacka;;2;0.3;332;402;45.25217;15.21600;https://skiklubogulin.hr/skijaliste-vucici/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
hr-sljeme;Sljeme;Croatie;Grad Zagreb;Zagreb;5;3.5;735;1029;45.88408;15.96191;https://www.sljeme.hr/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
hu-babos-siklub-fogarasi-nordica-siiskola;Babos Síklub, Fogarasi Nordica Síiskola;Hongrie;Budapest;Budapest;1;0;116;117;47.52232;19.12829;https://babos-siklub.hu/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
hu-nagyvillam-sipalya-visegrad;Nagyvillám Sípálya Visegrád;Hongrie;Pest;;10;1.6;241;373;47.79641;18.99128;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
hu-normafa-sipalya;Normafa sípálya;Hongrie;Budapest;Budapest;0;0.5;434;464;47.50480;18.96606;https://normafapark.hu;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
hu-siarena-vibe-park;Síaréna Vibe Park;Hongrie;Veszprém;;8;4.9;329;508;47.20976;17.92892;https://siarena.hu/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
hu-sipark-matraszentistvan;Sípark Mátraszentistván;Hongrie;Heves;Mátraszentlászló;9;3.3;680;821;47.92317;19.87070;https://www.sipark.hu/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
hu-zebegenyi-si-es-jegpalya;Zebegényi sí- és jégpálya;Hongrie;Pest;;2;0.6;134;200;47.82102;18.90015;http://havasvolgyzebegeny.5mp.eu/;;photo et forfait;site injoignable (pas de réponse);;;;;;;
hu-zemplen-kalandpark;Zemplen Kalandpark;Hongrie;Borsod-Abauj Zemplen;;7;1.1;320;484;48.40357;21.63613;https://www.zemplenkalandpark.hu/;https://zemplenkalandpark.hu/arak/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
ie-ski-club-of-ireland;Ski Club Of Ireland;Irlande;Dublin;;4;0.4;172;209;53.21947;-6.18361;https://www.skiclub.ie/;https://skiclub.ie/pricing-booking/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
is-blafjoll;Bláfjöll;Islande;South;;13;11.1;456;678;63.96934;-21.64397;https://skidasvaedi.is/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
is-dalirnir-tveir;Dalirnir tveir;Islande;Westfjords;;3;10.5;114;482;66.05976;-23.24564;https://www.dalirnir.is/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
is-dalvik;Dalvík;Islande;Northeast;;2;4.4;43;324;65.97074;-18.56782;https://www.skidalvik.is/;;photo;site refusé (robots.txt ou 429);;;;;;;
is-hli-arfjall;Hlíðarfjall;Islande;Northeast;;7;10;478;943;65.65977;-18.23446;https://www.hlidarfjall.is/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
is-siglufjordur;Siglufjordur;Islande;Northeast;;4;3.4;328;634;66.12413;-18.98308;https://www.skardsdalur.is/;;photo;site refusé (robots.txt ou 429);;;;;;;
is-tindaoxl-olafsfjor-ur;Tindaöxl – Ólafsfjörður;Islande;Northeast;Olafsfjordur;1;1;48;204;66.06842;-18.64060;https://www.skiol.is/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
is-tindastoll;Tindastóll;Islande;Northwest;;3;3.1;450;672;65.78342;-19.74618;https://skitindastoll.is/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-alpe-cainallo;Alpe Cainallo;Italie;Lecco;;3;0.1;1245;1258;45.98469;9.36468;;;photo;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-antagnod;Antagnod;Italie;Valle D'Aosta;;4;11.3;1727;2305;45.82281;7.68260;https://www.visitmonterosa.com/;;forfait;site refusé (robots.txt ou 429);;;;;;;
it-antermoia-untermoi;Antermoia, Untermoi;Italie;Bolzano/Bozen;;1;0.8;1523;1684;46.69035;11.84555;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-area-sciistica-pian-del-falco;Area sciistica Pian del Falco;Italie;Arezzo;;0;0.5;1365;1531;43.86414;11.73403;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-area-sciistica-pian-del-poggio-monte-chiappo;Area Sciistica Pian del Poggio Monte Chiappo;Italie;Alessandria;;1;3.2;1330;1690;44.68966;9.20743;https://www.seggioviapiandelpoggio.it/;https://www.seggioviapiandelpoggio.it/ski-resort/tariffe/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-area-sciistica-ussita-frontignano;Area Sciistica Ussita Frontignano;Italie;Macerata;;4;16.9;1348;1964;42.91259;13.17487;https://www.frontignano360.it/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-argentera;Argentera;Italie;Cuneo;;4;13.9;1631;2519;44.37788;6.95088;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-artesina;Artesina;Italie;Cuneo;;13;34.2;801;2091;44.24894;7.75354;https://www.artesina.it/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-bardonecchia-jafferau;Bardonecchia - Jafferau;Italie;Turin;;5;19.7;1349;2708;45.08647;6.73989;https://www.bardonecchiaski.com/;;photo et forfait;site refusé (robots.txt ou 429);;;;;;;
it-biancoia;Biancoia;Italie;Vicenza;;3;3.8;1099;1232;45.82468;11.63328;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-bruncu-spina;Bruncu Spina;Italie;Nuoro;;2;3.4;1560;1822;40.01936;9.30298;https://www.bruncuspina.com/;;photo;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-brusson;Brusson;Italie;Valle D'Aosta;;4;9.6;1737;2236;45.76550;7.76036;https://www.visitmonterosa.com/;;forfait;site refusé (robots.txt ou 429);;;;;;;
it-caldirola;Caldirola;Italie;Alessandria;;1;4.3;1091;1439;44.71837;9.14479;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-campocatino;Campocatino;Italie;Frosinone;;5;8;1618;1936;41.83475;13.33886;https://www.campocatino.eu/;https://www.campocatino.eu/skipass-giornalieri/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-capracotta;Capracotta;Italie;Isernia;;2;1.5;1385;1638;41.81372;14.25044;https://capracotta.com/;;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-centro-fondo-arpy-morgex;Centro Fondo Arpy - Morgex;Italie;Valle D'Aosta;;0;0;1672;1764;45.74073;7.00971;https://ostellodiarpy.com/;https://ostellodiarpy.com/tariffe/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-cheggio;Cheggio;Italie;Verbano-Cusio-Ossola;;2;1.1;1461;1540;46.08574;8.12048;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-cimone-area-sciistica-monte-cimone;Cimone, Area sciistica Monte Cimone;Italie;Modena;;15;34.9;1305;1858;44.20497;10.70886;https://cimonesci.it;;forfait;site injoignable (pas de réponse);;;;;;;
it-conca-dell-alben;Conca dell'Alben;Italie;Bergamo;;1;0.8;1345;1419;45.88013;9.77073;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-cortina-d-ampezzo;Cortina d'Ampezzo;Italie;Belluno;Auronzo di Cadore;37;106.1;859;2739;46.52736;12.19515;http://www.cortinadolomiti.eu/;;photo et forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-cortina-tofane;Cortina Tofane;Italie;Belluno;Cortina d'Ampezzo;13;39.2;1212;2739;46.53882;12.09953;https://www.impianticortina.it/;https://www.impianticortina.it/impianti-e-prezzi-estate/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-crissolo-monviso-ski;Crissolo - Monviso Ski;Italie;Cuneo;;4;11.8;1537;2308;44.69340;7.13532;;;forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
it-cristallo-faloria;Cristallo - Faloria;Italie;Belluno;Cortina d'Ampezzo;7;18.5;1686;2352;46.54788;12.16651;https://faloriacristallo.it/;https://faloriacristallo.it/prezzi-e-orari-estate/;forfait;site visité, rien d'exploitable dans ses métadonnées ni ses tableaux;;;;;;;
it-fago-del-soldato;Fago del Soldato;Italie;Cosenza;;0;0;;;39.34608;16.39922;;;photo et forfait;aucun site web connu (OpenSkiMap n'en publie pas);;;;;;;
